Unnamed: 0,text,label
508,pantera pant and pizza pza agree to merge pantera s corp said it agreed in principle to acquire pizza inn inc in a cash and stock transaction under terms of the proposed transaction each pizza inn share can be exchanged for either three dlrs in cash plus the lesser of shares of pantera s common stock or dlrs market value of pantera s stock or four dlrs in cash plus a unit consisting of one share of pantera s stock and a non transferrable right to receive up to share of pantera s stock under certain conditions it said completion of the transaction is subject to arrangement of financing negotiation of a definitive agreement and various regulatory approvals it said pantera s said pizza inn s largest shareholder f j spillman previously granted pantera s an option to buy more than one mln shares of pizza inn common stock owned by him pantera s also said it retained drexel burnham lambert inc to act as its financial advisor in connection with the merger pizza inn has retained dean witter reynolds inc to act as its financial advisor pantera s said yesterday pantera s stock closed at dlrs on nasdaq while pizza inn s stock was quoted at dlrs when the amex halted trading pending the announcement of the proposed merger from its dallas headquarters pizza inn said completion of the transaction is subject to certain conditions including that the price of pantera s stock average not less than seven dlrs during the trading days before the merger under the agreement pizza inn said it will still be permitted to complete a leveraged buyout agreement with pizza inn acquiring corp which has been approved by its shareholders but is subject to otaining financing more,acq
6242,union to protest dart s supermarkets sgl bid the united food and commercial workers said that more than rank and file members of the union will demonstrate monday at dart group corp s headquarters protesting dart s proposed billion dlr takover of supermarkets general sgl supermarkets is best known for its pathmark chain of supermarket drug stores in the new york and new jersey area and also owns rickels home centers the union said that it is firmly against the dart bid because workers have always ended up with a raw deal in the current takeover mania a union statement said we do not intend to allow our members to pick up the tab for supermarket general s executives and the bankers or the dart group who stand to make millions dart is controlled by the haft family of washington which last year made a bid for california based safeway stores inc the hafts lost but walked away with at least mln dlrs in profits analysts estimate the union said that dart s safeway bid forced a major restructuring at safeway to pay the hafts and their lawyers and caused a loss of thousands of jobs reuter,acq
5928,dynalectron dyn buys aviation facility dynalectron corp said it purchased certain assets of standard aero inc including leasehold rights to its aircraft modification and maintenance facility in phoenix ariz terms were not released the facility consists of square feet of hangar and shop space dynalectron will operate the plan as dynair tech inc and is offering continued employment to about former standard aero employees reuter,acq
1401,imatron imat sells stake to mitsui mitsy imatron inc said mitsui and co ltd of japan has purchased a two mln dlr equity interest in imatron at market price and was granted a day option to make another two mln dlr investment at the same price imatron said mitsui the exclusive importer of imatron s ultrafast computed tomography scanners into japan is scheduled to take delivery of its first scanner next month for installation in a large cardiology center it said it has entered into preliminary discussions with mitsui on the formation of a joint venture to finance the accelerated development of imatron s technology and its commercialization in japan reuter,acq
5275,nobel s bofors to sell its singapore holding nobel industries sweden sa nobl st said its arms subsidiary ab bofors plans to sell its pct stake in allied ordnance co of singapore ltd because of its part in weapons exports which contravene swedish law the events we have uncovered are unacceptable and highly regrettable incidents in our company s history nobel chairman lars erik thunholm told a news conference nobel managing director anders carlberg said an internal inquiry has revealed an extensive network of international arms smuggling reuter,acq
2662,schlumberger says it terminates pact to sell fairchild semiconductor business to fujitsu,acq
5302,golden poultry chik to make acquisition golden poultry co inc said it has signed a letter of intent to purchase privately held food distributor don lowe foods inc of pompano beach fla for undisclosed terms subject to approval by both boards it said tampa operations of lowe are not involved in the sale reuter,acq
1077,unicorp uac lincoln in definitve pact unicorp american corp said it signed a definitive agreement to acquire lincoln savings bank fsb under terms of the agreement announced in january lincoln would be acquired by a unit of unicorp which is minority owned by lincoln president alton marshall the acquisition will take place through a voluntary conversion of lincoln to a federally chartered stock savings bank from a mutual federal savings bank in connection with the conversion unicorp will contribute mln dlrs in cash to lincoln reuter,acq
5660,gaf gaf plans no changes if offer accepted gaf corp chairman samuel heyman told reuters he did not foresee major changes in borg warner bor if gaf s dlr per share offer to acquire borg warner is successful we have great respect for borg warner mangagement heyman said following a speech at the american institute of chemical engineers annual meeting we don t have any particular changes in mind earlier today gaf announced that a billion dlr offer was presented to the board of directors of the chicago based company last week gaf had purchased additional shares of the company for dlrs increasing its stake in borg warner to pct in gaf made an unsuccessful effort to acquire union carbide corp for five billion dlrs and has since expressed an interest in acquiring a chemical company that would complement its own chemical business when asked whether gaf would consider selling the non chemical assets of borg warner if its takeover offer is accepted heyman declined to comment he also refused to say whether gaf would consider increasing its the dollar value of its takeover offer if the initial proposal is rejected heyman emphasized that he considered the gaf offer to borg warner to be a friendly one we think we made a fair offer that is good for borg warner management and good for its shareholders heyman said in his speech heyman said he feared too many chemical companies were attempting to specialize in the same high margin niche products he said they were turning their backs on core commodity chemical businesses heyman said the chemical industry has taken a total of seven billion dlrs in pre tax writeoffs during the past two years to trim balance sheets he predicted that the u s chemical industry which reported a total of billion dlrs in profits would see a pct gain in earnings this year because of increasing exports cheaper feedstock costs and the weakened u s dlr reuter,acq
3571,azure ventures to buy advertising unit azure ventures ltd said it signed a letter of intent to acquire john paul richards and associates inc the company said if the merger is approved by shareholders of both companies the shareholders of john paul richards would become majority shareholders owning pct of the common stock of the new public company reuter,acq
6460,general partners is terminating offer for gencorp inc,acq
6477,berry petroleum norris oil noil to merge berry petroleum co said its board and the norris oil co board approved a merger agreement that calls for norris to become a wholly owned berry subsidiary berry a privately owned company which already owns pct of norris oil s stock said the agreement calls for norris public shareholders to receive berry common shares for each norris share held reuter,acq
1485,nat l healthcare nhci to sell five hospitals national heathcare inc said it signed an agreement to sell five rural hospitals to a private corporation for about mln dlrs including the assumption of six mln dlrs of debt the company said it plans to complete the sales which are subject to various regulatory approvals by the end of july national healthcare said it expects no material gain on loss on the sales and that substantially all proceeds will be used to reduce debt reuter,acq
1434,moody s may downgrade piedmont aviation pie moody s investors service inc said it may downgrade mln dlrs of debt of piedmont aviation inc because of the airline s agreement to be acquired by usair group inc u the rating agency said its review would focus on the effect of the acquisition on piedmont s financial leverage and its debt service requirements moody s said it is also examining the potential use of the airline s borrowing capacity to finance the merger piedmont currently carries baa preferred stock and prime commercial paper reuter,acq
431,national amusements again ups viacom via bid viacom international inc said national amusements inc has again raised the value of its offer for viacom s publicly held stock the company said the special committee of its board plans to meet later today to consider this offer and the one submitted march one by mcv holdings inc a spokeswoman was unable to say if the committee met as planned yesterday viacom said national amusements arsenal holdings inc subsidiary has raised the amount of cash it is offering for each viacom share by cts to dlrs while the value of the fraction of a share of exchangeable arsenal holdings preferred to be included was raised cts to dlrs national amusements already owns pct of viacom s stock reuter,acq
223,esselte business esb unit buys antonson unit esselte business systems inc s esselte meto division said it has acquired the antonson america co a subsidiary of antonson machines ab of sweden esselte said the antonson unit based in laporte indiana manufactures scales and label printers the company said the purchase is part of a plan to increase the range of retail electronic scales being offered by esselte in the u s it said the acquisition will enble esselte to increase its distribution base in its effort to grow in the u s reuter,acq
3075,dixons group said it accepts pct of cyclops shares in tender,acq
5727,court blocks delta western airlines merger a u s appeals court last night blocked the mln dlr merger of delta airlines inc dal n and western airlines just hours before it was to go into effect because of a dispute over union representation the ruling came in a lawsuit in which the air transport employees union said western s management should fulfil a promise to honour union contracts if a merger took place the airlines argued that western s promise could not be enforced in a takeover by a larger company airlines officials could not be reached for comment on the ruling which halts the merger until arbitration on the dispute is completed reuter,acq
4663,mine safety mnes sells south africa unit mine safety appliances co said it will sell through its german subsidiary auergesellschaft its controlling interest in msa africa pty ltd of johannesburg south africa to boart international a wholly owned subsidiary of anglo american corp of south africa ltd angl the company said the terms of the sale were not disclosed the company will operate as boart msa pty ltd it said l n short jr president of the company said it sold the unit because of slumping profits due to south africa s economic decline reuter,acq
5494,ferruzzi may float up to pct of paris unit gruppo ferruzzi is studying a project which could result in a public share offer of up to pct of its french unit european sugar france and could raise around mln dlrs ferruzzi chairman raul gardini said gardini told reuters the operation under consideration was aimed at international markets and that the figure of mln dlrs given in some press reports was probably about right european sugar wholly owned by ferruzzi unit eridania zuccherifici nazionali spa is expected to absorb the european corn wet milling business of cpc international inc which ferruzzi recently agreed to buy ferruzzi announced last week it had agreed in principle to buy the cpc operation for mln dlrs a ferruzzi spokesman later confirmed that the group was studying the transfer of the cpc business to european sugar along with a possible share offering in the paris unit but gave no details the flotation plan has been interpreted by financial analysts as a means of helping finance the acquisition of the cpc business reuter,acq
1428,amc amo studying chrysler c proposal american motors corp said it is studying a proposed merger with chrysler corp american motors said it received a letter from chrysler corp advising us of their proposal to enter into a merger transaction with american motors corp in a brief statement the company said we are studying the proposal we will have further comment when it is appropriate reuter,acq
2003,waiting period ends on waste management wmx bid waste management inc said it received notice of early termination of the hart scott rodino waiting period for its mln dlr takeover bid for chemlawn corp chem the waiting period was terminated march waste management said chemlawn has rejected waste management s dlrs a share bid it has said it was talking with other parties about selling its business reuter,acq
4697,kansas city southern industries says it eager to purchase southern pacific railroad,acq
4822,contel ctc to buy walker county telephone contel corp said it has agreed in principle to acquire walker county telephone co of lafayette ga for an undisclosed amount of common stock walker has customers in northeast georgia the company said the agreement is subject to approval by regulatory agencies both boards and walker shareholders reuter,acq
6071,news corp nws starts harper row hpr bid news corp ltd of australia said it has started its previously announced tender offer for all shares of harper and row publishers inc at dlrs per share in a newspaper advertisement the company said the offer is conditioned on received of at least pct of harper and row s shares the offering and withdrawal rights expire april unless extended a merger at the tender price is to follow the offer which has been approved by the harper and row board harper and row has granted new corp an option to buy up to new shares or a pct interest at dlrs each news corp said if the merger agreement were terminated under certain circumstances news would be entitled to a mln dlr cash payment last month theodore cross offered to acquire harper and row for dlrs per share but was soon outbid by harcourt brace jovanovich inc which offered dlrs per share late in the month harper and row said its board had received expressions of interest from a number of domestic and foreign companies reuter,acq
5301,vista management inc to make acquisition vista management inc said it has agreed to acquire general energy development inc for over dlrs in cash with financing to come from mortgage loans on the national auto service centers general energy operates reuter,acq
5293,investor has pct of allegheny int l ag a group of firms and funds controlled by new york investor mario gabelli said it has acquired the equivalent of shares of allegheny international or pct of the total outstanding in a filing with the securities and exchange commission the gabelli group said it bought the stake as part of its business and not in an effort to seek control of the company it said it may by more shares or sell some or all of its current stake the stake includes common shares and cumulative convertible preferred stock which could be converted into common shares reuter,acq
232,montedison concludes talks with antibioticos montedison spa moni mi said it has concluded its negotiations with spanish pharmaceuticals company antibioticos sa a company spokesman told reuters we have concluded the talks and we are now awaiting authorization from spanish authorities he declined to comment further earlier today the italian company postponed a scheduled press conference on its talks with antibioticos an italian press report today said montedison has agreed to acquire antibioticos for billion lire reuter,acq
5011,associated newspapers has pct of northern star northern star holdings ltd said britain s associated newspapers holdings plc will hold pct of its enlarged issued capital after applying to acquire mln shares in its recently announced placement associated was one of the major investors participating in the previously reported placement of mln shares at dlrs each northern star said in a statement the northern new south wales regional group is emerging as a national media force in the wake of the industry restructuring sparked by the news corp ltd ncpa s takeover of the herald and weekly times ltd hwta s group associated now holds pct of northern star s current issued capital a company official said as previously reported northern star is raising mln dlrs through placements and a subsequent one for four rights issue at dlrs a share of the placements mln shares will go to a number of investors and mln to investment group westfield capital corp ltd which arranged northern star s purchase of news corp s television assets three newspapers and three radio stations for mln dlrs westfield will increase its stake in northern star to about pct from as a result reuter,acq
1615,new world pictures nwp sells taft tfb stake new world pictures ltd said it sold shares or about five pct of taft broadcasting co common stock for a gain of mln dlrs the company said in a brief statement that it acquired the stock in late it gave no further details and company officials were not immediately available for comment on friday taft vice chairman dudley s taft and narragansett capital inc narr offered to acquire taft for dlrs per share dudley taft and his family have owned pct of the company an investment group leds by robert m bass one of the bass brothers of fort worth texas has been reported as owning about pct of taft stock and american financial corp chairman carl lindner has been reported to own about pct both bass and linder have acquired taft shares in recent months reuter,acq
5254,bow valley industries bvi sets secondary issue bow valley industries ltd said it filed a preliminary short form prospectus in canada and the united states for a secondary offering of pct of outstanding common stock or common shares being sold by certain shareholders the company said bowcan holdings inc a holding company principally owned by the seaman brothers of calgary and charles rosner bronfman trust of montreal is offering to sell all of its holding of bow valley common shares the balance of the offering is owned directly and indirectly by various trusts of jean and charles degunzberg proceeds and expenses from the secondary offering of bow valley industries common shares are for the account of the selling shareholders the company said the shareholders will engage salomon brothers inc for distribution of the shares in the united states and mcleod young weir ltd for distribution in canada reuter,acq
5072,safety kleen sk to buy mckesson mck unit safety kleen corp said it agreed in principle to acquire mckesson envirosystems co a subsidiary of mckesson corp it said mckesson envirosystems current annual gross revenues are about mln dlrs the company collects flammable solvents from its industrial customers for a fee after which it analyzes and processes the solvents before they are burned reuter,acq
5896,sis sisb completes wendy s wen unit buy sis corp said it has completed the acquisition of its franchisor sisters international inc from wendy s international inc for mln dlrs in stock it said the purchase includes restaurants in ohio operates by sisters giving sis a total of restaurants and franchise relationships in six midwestern and southern states reuter,acq
2273,national pizza co piza to acquire restaurants national pizza co said it reached an agreement in principle to buy seven straw hat pizza restaurants and certain related real estate for approximately three mln dlrs in cash the acquisitions will be converted to pizza hut restaurants said national pizza and are expected to generate annual sales of approximately eight mln dlrs when the sale is complete it will bring to the number of restaurants operated by national pizza the company said reuter,acq
6224,boise cascade bcc completes sale of unit boise cascade corp said it completed the previously announced sale of its consumer packaging division to sonoco products co sono for approximately mln dlrs reuter,acq
2879,allwaste alws to buy related company allwaste inc said it entered into an agreement in principle to acquire all the outstanding common of a related air moving and industrial services company it did not disclose the name of the company allwaste which preforms air moving and related services said it will swap shares of its common valued at mln dlrs with the company it is acquiring it said the acquisition is subject to negotiation of a final agreement reuter,acq
5515,acton atn to sell unit for gain acton corp said it has agreed to sell its five michigan cable television systems to wisconsin cablevision inc for about dlrs resulting in a gain of about six mln dlrs the company said the sale is subject to review by local authorities the systems have about subscribers acton said proceeds will be used to retire bank debt the company said it has also entered into a mln dlr bank credit agreement that will allow it to complete the prepayment of all its obligations to members of its present bank syndicate the company said the new credit will also allow it to prepay some other debt and redeem its class c series two preferred stock it said the new facility has allowed it to take full advantage of an early payment discount of about mln dlrs in principal and interest which was negotiated with its banking syndicate in connection with an april financial restructuring reuter,acq
5740,sweden s boliden ab takes over mining gear units of allis chalmers corp for mln crowns,acq
4067,dwg dwg completes sale of unit dwg corp said it has completed the previously announced sale of its texsun corp subsidiary to texsun corp subsidiary to sundor brands inc for mln dlrs and the assumption of liabilities it said proceeds have been placed in escrow pending the outcome of talks with lenders reuter,acq
268,osr osrc to make acquisition osr corp said it has agreed to acquire the properties and assets of telcom international group for mln common shares which would give former telcom owners an pct interest in the combined company telcom is an international film and television distributor the assets being acquired consist mostly of distribution rights to films valued at over one mln dlrs the company said osr said as part of the acquisition agreement is is required to sell its pct interest in standard knickerbocker ltd which makes jeans in canada osr said it expects to net about dlrs on the sale of standard knickerbocker the company said both transactions are subject to approval by shareholders at a meeting to be held in april or may it said reuter,acq
2184,county increases tesco stake in hillards county ltd which is acting in concert with tesco plc tsco l in its mln stg for supermarket chain operator hillards plc has purchased hillards ordinary shares at p per share a statement said these purchases together with those made by county on march represent about pct of hillards issued ordinary share capital it said tesco s offer made on march values each hillards ordinary share at p a pct premium over the previous day s closing price a cash alternative of p will be made available reuter,acq
1322,dot dismisses twa twa usair u application the u s department of transportation dot said it dismissed on technical grounds an application by trans world airlines inc for dot approval for it to take control of usair group the dot added however that twa was free to refile when it could put together an application for control that met the agency s procedural requirements the dot acted shortly after the u s department of justice disclosed that it supported dismissal of the twa application it was not immediately clear what impact the denial would have on twa s bid to take over usair in its control application twa had acknowledged that additional documentation was required to meet dot rules and said it would file more material on the morning of march but the dot said it would not wait we have determined to dismiss twa s application for approval of the acquisition of usair it said in an order issued late friday twa s application clearly fails to comply with the filing requirements of our regulations and twa has provided no reason why we should accept such a deficient filing it added accordingly we will dismiss the application twa of course may refile it when it is able to comply with our procedural rules the dot said the agency added that it would continue to consider a separate twa request for federal clearance to purchase usair stock through a voting trust usair had said earlier today that it asked the dot to dismiss the twa control application on grounds the twa filing did not meet dot requirements reuter,acq
4257,princeville pvdc gets letter of credit qintex ltd of brisbane said westpac banking corp of australia has issued a commitment letter to provide princeville development corp with the letter of credit required under qintex s proposed acquisition of princeville the letter of credit would ensure payment of princeville s contingent subordinated notes to be distributed to shareholders of record on the day immediately following completion of qintex s tender for princeville share it said issuance of the letter of credit is still subject to conditions including appropriate documentation but the letter is expected to be issued around april three qintex said as a result it has extended its tender offer for princeville shares until april three it said through yesterday it had received shares under the offer reuter,acq
5753,swedish match sells portuguese unit swedish match ab smbs st said it was selling one of its portuguese subsidiaries sociedade de iniciativa e aproveitamentos florestais sarl siaf to the porto based sonae group for an undisclosed price siaf a subsidiary of swedish match since had a turnover last year of mln crowns the swedish group said in a statement reuter,acq
5954,upland minerals acquires brazil mining firm upland minerals and chemicals corp said it agreed to acquire consolidated brazilian mines international inc a public company with one mln acres of diamond and gold properties in brazil terms were not disclosed consolidated owns mining concessions in three regions of eastern and northern brazil gammara santo antonio and diamazon the company said upland also said the previously announced acquisition of aslaminas aslambeck mining corp a minas gerais brazil mining concern will produce revenues of mln dlrs a year for the next years reuter,acq
3862,delta says court order will not delay merger delta air lines dal said a court order requiring western air lines wal to arbitrate with two of its unions will not delay the april merger between the two airlines the order which was issued by the ninth circuit court of appeals requires western to discuss with its two unions whether western s labor contracts will be binding for delta delta said nevertheless the court order could cause significant personnel problems including the possible delay of wage increases delta had planned to give the western personnel on april ronald allen delta s president said delta said it feels the court has erred and should reconsider the order reuter,acq
4891,fidelity fnf unit acquires california concern fidelity national financial inc said its fidelity national title insurance co subsidiary acquired the operations of safeco title insurance co in the northern california counties of alameda contra costa and san mateo terms of the acquisition were not disclosed reuter,acq
3299,national data ndac in pact with signature national data communications inc said it is no longer obligated to issue its majority shareholder signature capital corp mln common shares under a previous agreement national said it entered into a new agreement with signature which would have owned about pct of national s common under the prior pact under the new pact national said it granted signature a five year option to acquire two mln shares of its common for an option price equal to its current market value national has about mln shares outstanding reuter,acq
4352,laser photonics lazr sells common shares laser photonics inc said it sold shares of its common stock to investors for one mln dlrs under a previously announced agreement in connection with the investment the company said it will restructure its board there will be eight members three of whom were designated by the new investors the company said the group of investors include affiliates of radix organization inc the company said richard gluch jr resigned from the board joining the board were leonard lichter pierre schoenheimer and roger kirk the investors designates the company added other members of the board are chairman don friedkin president and chief executive officer mark fukuhara and jay watnick ira goldstein thurman sasser and michael clinger reuter,acq
2893,taft tfb to continue to review alternatives taft broadcasting co said its board continues to explore alternatives such as a possible financial restructuring in response to a theta corp offer of dlrs per share for taft stock last week taft rejected a dlr a share bid by theta an investment group headed by taft s vice chairman dudley taft taft also said the new proposal would be submitted to the board but no decision had been made with respect to the sale of the company in the proposal theta said it was prepared to discuss all aspects of the offer including price structure and form of consideration and would be prepared to negotiate a transaction in which shareholders would receive a value in excess of dlrs per share taft said theta requested that the company cooperate and provide it with information subject to an appropriate confidentiality agreement the company declined to comment beyond this statement reuter,acq
3947,australian plans philippine branch for takeover the australia based ariadne australia ltd plans to set up a branch in the philippines to fulfill a prerequisite for the takeover of the philippine brewing firm san miguel corp a hong kong newspaper said the hong kong economic journal quoted a spokesman of australian stock broker jacksons ltd as saying that barwon farmlands ltd a listed australian firm of which ariadne owns a pct stake is planning a branch in the philippines he added jacksons is arranging an offer by barwon to pay a total billion pesos in cash for mln san miguel shares barwon is offering pesos each for mln class a san miguel shares and mln class b stock but the jacksons spokesman noted that the more valuable a stock would only be sold to filipinos or companies registered in the philippines he said barwon has approached the philippine government which seized the block of shares from the united coconut planters bank which is believed to be linked with the country s deposed president ferdinand marcos he added he expects a deal to be concluded between barwon and the philippine government in days as it is the only offer in cash the newspaper reported hong kong economic journal also noted stock market rumours that neptunia corp a hong kong registered company which controlled by san miguel s president andres soriano is the other party keen on the block of san miguel shares the philippine s commission on good government ruled last may against a move of neptunia to acquire mln san miguel shares controlled by the brewery firm s former chairman eduardo cojuangco who is also chairman of united coconut commissioner ramon diaz said at the time the government would not allow a subsidiary to buy into a parent firm adding san miguel could have offered the shares to other parties the manila newspaper sunday times published a letter sent yesterday to president corazon aquino from ariadne s chairman new zealander bruce judge that he was offering cash equivalent to five pct of the nation s yearly budget to buy the shares from the government judge s offer of billion pesos is about five pct of the philippines yearly budget ariadne s philippine agent domingo panganiban was quoted as telling reporters yesterday spokesmen of ariadne jacksons and neptunia were not available for comment nor any officials of the philippines san miguel brewery ltd a hong kong listed company which is pct held by neptunia on behalf of san miguel corp closed cents higher at h k dlrs on friday reuter,acq
4825,siemens raises stake in telecom plus of u s siemens ag s sieg f fully owned subsidiary siemens informations systems inc has raised its stake in telecom plus communications inc by pct to pct a siemens spokesman said he added that telecom plus communications was the largest independent supplier of telephone exchange systems in the u s and had achieved a turnover of mln dlrs in the stake had been acquired from telecom plus international inc the spokesman declined to comment on u s newspaper reports that the purchase price of the remaining stake totalled mln dlrs reuter,acq
2810,baker bko to sell oilwell pump unit baker international corp said it has signed a definitive agreement to sell the assets and business of the electric submersible oilwell pump product line in the continental u s of its baker oil tools inc subsidiary to trico industries inc tro for an undisclosed amount of cash and other consideration the company said the transaction is subject to hughes tool co ht and baker shareholder approval of the baker hughes merger the u s justice department has announced that it will require divestiture of the product line for approval of the merger baker said the transaction is subject to approval by the justice department and the boards of baker hughes and trico reuter,acq
1714,chemlawn corp said it is talking with new suitors about being acquired,acq
3208,norstar shareholders to get fleet financial shrs per norstar share in merger,acq
6055,cable unimpressed by new japanese telecoms offer cable and wireless plc cawl l said new proposals unveiled by japan for it to become a core member of a merged telecommunications firm to compete for telecommunications contracts did not remove the group s objections the suggestions by federation of economic organisations official fumio watanabe was a formal announcement of proposals made earlier this week and reported in the japanese press cable has a pct stake in one of the two groups trying to compete against japan s kokusai denshin denwa co ltd which monopolises japan s overseas telephone business but a cable spokesman said it still believed a merger of the two consortia would be impracticable they are like oil and water he said the japanese authorities want only one competitor and have proposed that the two consortia band together the issue has been taken up by the british government as a test case on the openness of japanese markets watanabe s latest proposals said that the eight core companies of the new group should have equal share holdings but added that they could work out the precise percentages amongst themselves the reports earlier this week said that cable would be offered a five pct stake up from an originally proposed three pct despite the apparent differences in stakes offered the cable spokesman said the two offers appeared to be essentially the same cable shares at gmt were quoted nine pence firmer at p reuter,acq
4609,allied signal ald to sell linotype unit allied signal inc said it agreed to sell its linotype group unit to commerzbank ag of west germany for an undisclosed amount allied signal said commerzbank is expected to offer shares of the unit to the public later this year the company said the agreement is subject to approval by the government and its shareholders the linotype unit based in eschborn west germany had revenues in of more than mln dlrs the company said the company said top management of linotype plan to remain with the unit which has operations in the united states west germany and the united kingdom allied signal announced in december that it planned to sell the linotype unit as well as six other businesses in its electronics and instrumentation segment linotype is a supplier of type and graphics composition systems reuter,acq
1112,wichita wro to buy fountain oil fgas wichita industries inc said it agreed to buy fountain oil and gas inc wichita said it it will acquire all of the outstanding shares of fountain in an exchange for about mln newly issued wichita common shares wichita presently has about mln shares outstanding the transaction calls for the issuance of shares of wichita common for each outstanding fountain share wichita also said it made a number of refinancing agreements in connection with the acquisition reuter,acq
